Products,Manufacturer,Manufacturing type,City,Country,Activeness,Volume,Lat,Long
Sepcnulfdijyshbi,Cxclblguvipgbdmw,Upstream,Beijing,China,Unconfirmed,51.79789327,-19.10742498,-17.28654989
Nkdnybrfvregvwmn,Sepcnulfdijyshbi,Downstream,Mumbai,India,Yes,675.8221365,-1.86212661,-23.90534933
Wcbmlmzzhhqdvnva,Nkdnybrfvregvwmn,Upstream,Berlin,Germany,Yes,191.5174374,10.77892771,-55.28408223
Yropbupjfjzpwvkk,Wcbmlmzzhhqdvnva,Upstream,Fairfax,United States,Yes,359.2491944,39.5094548,-69.22203443
Wmwzgqevwovsthmk,Yropbupjfjzpwvkk,Downstream,Clifton,United States,Unconfirmed,430.3996953,-32.25286011,-4.755129831
Wezdhbhcrocqiqag,Wmwzgqevwovsthmk,Upstream,Beijing,China,Unconfirmed,399.7210569,-2.52287089,62.95186573
Ldohnjbgffczxmdy,Wezdhbhcrocqiqag,Downstream,Mumbai,India,Unconfirmed,730.5282189,25.78310247,85.16280482
Lsrzmewvzhwtseod,Ldohnjbgffczxmdy,Upstream,Berlin,Germany,Unconfirmed,629.23298,38.77441121,65.57732826
Foapckckgtvdetan,Lsrzmewvzhwtseod,Upstream,Fairfax,United States,Yes,395.4619804,7.417364327,-86.25519142
Odvtdppozsmbwoqc,Foapckckgtvdetan,Downstream,Clifton,United States,Unconfirmed,980.1789249,43.32863373,-37.98338381
Bniofcaapfknnifm,Odvtdppozsmbwoqc,Upstream,Beijing,China,Yes,182.8166321,-0.129802054,-8.835732767
Yhziozolsctaxgwq,Bniofcaapfknnifm,Downstream,Mumbai,India,Yes,608.8356932,19.96662942,-16.52268411
Ntjxfnbxjjyjnows,Yhziozolsctaxgwq,Upstream,Berlin,Germany,Unconfirmed,376.4468336,-37.73647126,32.83724837
Ealfgpvnanjluymk,Ntjxfnbxjjyjnows,Upstream,Fairfax,United States,Unconfirmed,141.3557483,-5.892752001,5.79244674
Pdpgxbkdkvgvmkxi,Ealfgpvnanjluymk,Downstream,Clifton,United States,Unconfirmed,431.6380284,-30.32997844,-4.489320759
Tyuejyrsgpxytnjt,Pdpgxbkdkvgvmkxi,Upstream,Beijing,China,Yes,353.1756448,14.30379147,-76.03760772
Nysragkrnjenfcdx,Tyuejyrsgpxytnjt,Downstream,Mumbai,India,Yes,279.6425998,-12.4904234,1.416254216
Qgfmrrqdcorpmben,Nysragkrnjenfcdx,Upstream,Berlin,Germany,Yes,544.1591668,22.32725083,75.07618999
Klnztoaytblfzjpj,Qgfmrrqdcorpmben,Upstream,Fairfax,United States,Unconfirmed,906.8887651,43.01302141,-77.93432468
Inxonzzbercdlmbf,Klnztoaytblfzjpj,Downstream,Clifton,United States,Unconfirmed,582.325116,-36.3089452,-48.11001497
Sogpolctzwvoubzw,Inxonzzbercdlmbf,Upstream,Beijing,China,Yes,777.3341994,-18.63489773,-23.48135967
Edlzbpuacjipbpne,Sogpolctzwvoubzw,Downstream,Mumbai,India,Unconfirmed,277.4808322,-18.58216861,-4.258820687
Loxcsagyboyjttep,Edlzbpuacjipbpne,Upstream,Berlin,Germany,Unconfirmed,161.3823034,-21.43327277,41.70685909
Rgajpdhwsyykwdmj,Loxcsagyboyjttep,Upstream,Fairfax,United States,Unconfirmed,73.08924714,13.17156301,-57.28768335
Gyyykktmpabcptty,Rgajpdhwsyykwdmj,Downstream,Clifton,United States,Yes,395.3244868,0.512648113,36.08427282
Ttarrixoijszmgfa,Gyyykktmpabcptty,Upstream,Beijing,China,Yes,384.8657015,9.569877095,61.34822162
Kqytfydbidectkwd,Ttarrixoijszmgfa,Downstream,Mumbai,India,Yes,282.2549179,-9.209687831,-15.81375316
Rtunjorfzskfhycf,Kqytfydbidectkwd,Upstream,Berlin,Germany,Unconfirmed,251.844604,14.51520454,-50.73080694
Johtweywlzmyyviq,Rtunjorfzskfhycf,Upstream,Fairfax,United States,Yes,182.3984063,4.944710185,-53.00254985
Nimzyrkchdeimfwx,Johtweywlzmyyviq,Downstream,Clifton,United States,Unconfirmed,563.1976898,20.31656801,62.03992405
Cwdlxkbxsailcfxs,Nimzyrkchdeimfwx,Upstream,Beijing,China,Unconfirmed,191.3566692,-10.26123788,4.835653564
Byowxxlypcmmcnqy,Cwdlxkbxsailcfxs,Downstream,Mumbai,India,Yes,408.4311535,-24.44974126,1.603184251
Sauzlbgghhmwmcca,Byowxxlypcmmcnqy,Upstream,Berlin,Germany,Yes,368.0050182,1.490118559,38.54952685
Gaeljuceurhrrfml,Sauzlbgghhmwmcca,Upstream,Fairfax,United States,Yes,140.7848272,20.32289277,-9.425426381
Ztlbrwjbkerdloxq,Gaeljuceurhrrfml,Downstream,Clifton,United States,Unconfirmed,676.2534473,-23.14702476,36.39258758
Xjmforcftmrftayt,Ztlbrwjbkerdloxq,Upstream,Beijing,China,Unconfirmed,862.7192054,-23.98093969,34.22292932
Cuiyolpfjwralxqi,Xjmforcftmrftayt,Downstream,Mumbai,India,Unconfirmed,661.7080602,24.26768884,-77.17725595
Gquqhsjzsowzgnbp,Cuiyolpfjwralxqi,Upstream,Berlin,Germany,Unconfirmed,129.3276585,-30.8649118,85.4175868
Kpckurkomuszclil,Gquqhsjzsowzgnbp,Upstream,Fairfax,United States,Yes,990.5701417,-22.65662604,69.45970619
Xsmfhtgjhoototgb,Kpckurkomuszclil,Downstream,Clifton,United States,Yes,616.0488199,4.089770737,33.03961138
Tjjrsfgjjbgkpsow,Xsmfhtgjhoototgb,Upstream,Beijing,China,Unconfirmed,958.3525887,13.72067715,-55.63018992
Jxnbfpdiauxaumlg,Tjjrsfgjjbgkpsow,Downstream,Mumbai,India,Yes,108.3703844,42.68202775,-52.87287064
Tgknjbjxenfgsbwl,Jxnbfpdiauxaumlg,Upstream,Berlin,Germany,Yes,933.1650509,-16.49117803,-28.1602833
Vxpyigicdffkqqhq,Tgknjbjxenfgsbwl,Upstream,Fairfax,United States,Unconfirmed,984.4082948,7.347550988,23.92666153
Jgakazqcyswwafgp,Vxpyigicdffkqqhq,Downstream,Clifton,United States,Yes,863.1672478,-2.11859262,-54.77640449
Tqpdqwnefxctishd,Jgakazqcyswwafgp,Upstream,Beijing,China,Unconfirmed,144.0344674,-39.40149138,-80.65350058
Fjdiqmywzxcnlqxq,Tqpdqwnefxctishd,Downstream,Mumbai,India,Unconfirmed,391.0854306,30.71420937,26.65605268
Oddkabltoqakgtbk,Fjdiqmywzxcnlqxq,Upstream,Berlin,Germany,Yes,315.6469998,36.58629139,-61.40632859
Mhzydtgxbkzlowxw,Oddkabltoqakgtbk,Upstream,Fairfax,United States,Unconfirmed,380.0205674,21.93244453,12.56088949
Amjubhvyhiiaysxi,Mhzydtgxbkzlowxw,Downstream,Clifton,United States,Unconfirmed,186.7056742,24.63108176,78.27284002
Aztuxygpyddzlkrg,Amjubhvyhiiaysxi,Upstream,Beijing,China,Yes,549.9776762,22.00289147,-17.83021166
Hmruwbzfjiqqtldz,Aztuxygpyddzlkrg,Downstream,Mumbai,India,Yes,803.4947441,-17.85321419,9.561778654
Cqlaqdccokhxugsh,Hmruwbzfjiqqtldz,Upstream,Berlin,Germany,Unconfirmed,665.5685833,-22.92818252,-40.1844129
Qygujwjphhcljvhl,Cqlaqdccokhxugsh,Upstream,Fairfax,United States,Yes,430.4315229,-32.77803135,-25.69581753
Mmsbcouzxjebxyfo,Qygujwjphhcljvhl,Downstream,Clifton,United States,Yes,794.0139865,-43.42594528,11.50571103
Actyjnfwtlbagxkc,Mmsbcouzxjebxyfo,Upstream,Beijing,China,Unconfirmed,864.2122939,-18.31240739,11.54740822
Uedfnnsfipyhchan,Actyjnfwtlbagxkc,Downstream,Mumbai,India,Unconfirmed,579.720108,40.17650895,-32.70404806
Xlzhelzbncwflkol,Uedfnnsfipyhchan,Upstream,Berlin,Germany,Yes,561.7804145,20.34660575,-9.242737368
Bgnyumcjacudnpja,Xlzhelzbncwflkol,Upstream,Fairfax,United States,Yes,455.1158164,33.00443824,48.53562197
Jbzaefktwlponpye,Bgnyumcjacudnpja,Downstream,Clifton,United States,Yes,239.8472516,-37.88068485,-14.24066285
Bksyeggdzkpgybhi,Jbzaefktwlponpye,Upstream,Beijing,China,Yes,926.5614422,35.34355568,-51.59039463
Ugwetxoxuywyzukl,Bksyeggdzkpgybhi,Downstream,Mumbai,India,Unconfirmed,89.32154128,0.128892176,32.75126692
Elaxxdehekfzwhcv,Ugwetxoxuywyzukl,Upstream,Berlin,Germany,Yes,169.3628095,24.5632326,53.50947384
Ykuinbnfsttwojrm,Elaxxdehekfzwhcv,Upstream,Fairfax,United States,Unconfirmed,637.1255947,-40.75670703,-77.91177936
Hwqhvljltxsqdsrb,Ykuinbnfsttwojrm,Downstream,Clifton,United States,Yes,736.0340072,-31.21919082,40.72808826
Lficrctnznrelcug,Hwqhvljltxsqdsrb,Upstream,Beijing,China,Unconfirmed,773.5655951,17.35281339,-85.99144263
Vbwlpipjapqdimzj,Lficrctnznrelcug,Downstream,Mumbai,India,Yes,980.311157,-41.46418707,-49.90291598
Wujnotiydxohbudm,Vbwlpipjapqdimzj,Upstream,Berlin,Germany,Unconfirmed,996.0839501,18.31984198,30.09858155
Qludvabgzwjpkwxe,Wujnotiydxohbudm,Upstream,Fairfax,United States,Unconfirmed,869.3644677,20.41658371,-53.00923169
Baikqpytqhzheroc,Qludvabgzwjpkwxe,Downstream,Clifton,United States,Yes,584.1885094,-37.04882685,-75.55198262
Mcbkplmlqygwndci,Baikqpytqhzheroc,Upstream,Beijing,China,Unconfirmed,396.0622038,36.63055212,21.45498713
Qdukrqtbiyqhfwan,Mcbkplmlqygwndci,Downstream,Mumbai,India,Yes,522.8044374,-14.2982252,-6.966375183
Bpnveivmmyvuuesj,Qdukrqtbiyqhfwan,Upstream,Berlin,Germany,Yes,542.5889402,8.68666275,-0.82900265
Dgcrlzosvohjhtqj,Bpnveivmmyvuuesj,Upstream,Fairfax,United States,Unconfirmed,41.72707667,4.349066357,51.28801303
Whmbsjpocgrlvddx,Dgcrlzosvohjhtqj,Downstream,Clifton,United States,Unconfirmed,285.4154235,-32.3017551,-53.45254228
Uzfzljtnfrlxxgfp,Whmbsjpocgrlvddx,Upstream,Beijing,China,Unconfirmed,140.0953286,12.28624649,16.76856775
Kcwhoopxnwbsbdgc,Uzfzljtnfrlxxgfp,Downstream,Mumbai,India,Unconfirmed,926.5106724,-13.01561994,58.79987594
Awgcplsosoefwxsc,Kcwhoopxnwbsbdgc,Upstream,Berlin,Germany,Yes,205.0020591,-37.67884638,-47.47435056
Kyjkvvlaaikzxhpg,Awgcplsosoefwxsc,Upstream,Fairfax,United States,Unconfirmed,291.7233913,-35.80760576,15.61846536
Sqloxhavfvchjqfw,Kyjkvvlaaikzxhpg,Downstream,Clifton,United States,Yes,503.7958647,44.74220987,26.37552095
Azufmeifhvydrvxx,Sqloxhavfvchjqfw,Upstream,Beijing,China,Unconfirmed,61.28111261,-33.35152073,-4.11524107
Kljomrybhwuqtwfg,Azufmeifhvydrvxx,Downstream,Mumbai,India,Yes,285.1680572,39.4586744,-18.15311583
Cxdcrqviyovrwrrn,Kljomrybhwuqtwfg,Upstream,Berlin,Germany,Yes,143.3312325,-9.373571537,23.58589786
Wfjvnmoomjrvijxv,Cxdcrqviyovrwrrn,Upstream,Fairfax,United States,Unconfirmed,984.3448254,26.95527783,54.47334941
Umtohynwqjbrnyyj,Wfjvnmoomjrvijxv,Downstream,Clifton,United States,Unconfirmed,806.9031415,-41.90083787,19.39887596
Wjajikgkmrorkvxn,Umtohynwqjbrnyyj,Upstream,Beijing,China,Yes,939.7149905,6.920461923,27.71191518
Mzktylelcwydaxzr,Wjajikgkmrorkvxn,Downstream,Mumbai,India,Unconfirmed,519.3722484,-18.20244707,-51.04108612
Iypethgodydrqmoa,Mzktylelcwydaxzr,Upstream,Berlin,Germany,Unconfirmed,685.4410078,37.40478426,27.72867306
Bdigelgudvuyiaut,Iypethgodydrqmoa,Upstream,Fairfax,United States,Yes,295.5472368,37.32326328,35.02555057
Sbgeavvdzmukntkc,Bdigelgudvuyiaut,Downstream,Clifton,United States,Yes,400.6697757,-15.27173075,9.060228091
Xkavzaaazkgdvdve,Sbgeavvdzmukntkc,Upstream,Beijing,China,Yes,896.1985501,-40.99534671,76.76448568
Pkmmkmplmjfkncss,Xkavzaaazkgdvdve,Downstream,Mumbai,India,Yes,335.1152355,10.97332031,53.65937
Dhxycwtoqgqzbntz,Pkmmkmplmjfkncss,Upstream,Berlin,Germany,Unconfirmed,960.3778796,36.20651446,-24.35050141
Lypfnmgsiuejmwxi,Dhxycwtoqgqzbntz,Upstream,Fairfax,United States,Yes,735.7370354,-5.834639321,69.30651385
Ecizfnjdpxobvozz,Lypfnmgsiuejmwxi,Downstream,Clifton,United States,Unconfirmed,853.0038186,-31.35684127,-53.10172803
Lsptpoyowblhybsh,Ecizfnjdpxobvozz,Upstream,Beijing,China,Unconfirmed,723.3611548,-16.48981552,-33.53494482
Jsvqutpkipchkgqo,Lsptpoyowblhybsh,Downstream,Mumbai,India,Yes,40.63258881,26.15461626,7.913858472
Zoolwvrjuydpapxe,Jsvqutpkipchkgqo,Upstream,Berlin,Germany,Unconfirmed,826.9144957,33.52902684,-2.425873506
Xgcruztqxxhixkut,Zoolwvrjuydpapxe,Upstream,Fairfax,United States,Unconfirmed,77.55869979,-23.41308495,-24.6548385
Wifvrcyaaobnozvp,Xgcruztqxxhixkut,Downstream,Clifton,United States,Yes,750.5663923,-20.33783733,-71.18163078
Bdpyfazwticbkhaj,Wifvrcyaaobnozvp,Upstream,Beijing,China,Yes,517.2288845,-1.335765884,2.615350856
Ckadcthcnbeydumx,Bdpyfazwticbkhaj,Downstream,Mumbai,India,Unconfirmed,53.54245774,-35.58260215,84.37317813
Pymjslbqivazskgq,Ckadcthcnbeydumx,Upstream,Berlin,Germany,Unconfirmed,866.9803223,-23.55569336,-26.85937413
Iwwpbzzkjlamwocs,Pymjslbqivazskgq,Upstream,Fairfax,United States,Yes,115.2018428,9.670343134,-16.38660474
Flqxbxwemmmwitwz,Iwwpbzzkjlamwocs,Downstream,Clifton,United States,Yes,883.6226608,-34.39862002,32.08282586
Gupeubdfqmplqzzk,Flqxbxwemmmwitwz,Upstream,Beijing,China,Yes,674.3003326,0.533592261,-76.31792489
Ayijqofptelmubhr,Gupeubdfqmplqzzk,Downstream,Mumbai,India,Yes,833.3647843,33.82939378,-21.3461684
Efbpyszcfgebtzsk,Ayijqofptelmubhr,Upstream,Berlin,Germany,Yes,436.8452857,37.90725888,43.57777331
Eklwfztrknqkmpty,Efbpyszcfgebtzsk,Upstream,Fairfax,United States,Unconfirmed,849.6682729,-36.55518951,50.89781125
Mnwuhfjpbmdgevbh,Eklwfztrknqkmpty,Downstream,Clifton,United States,Yes,309.3525912,-15.6301515,42.47740013
Tptzboyfwjrfomtf,Mnwuhfjpbmdgevbh,Upstream,Beijing,China,Yes,347.9859327,30.06433907,48.5430111
Osrnoclrhqjpotfw,Tptzboyfwjrfomtf,Downstream,Mumbai,India,Yes,929.9584531,-12.07146973,56.86319963
Aqlavnphnwafcfit,Osrnoclrhqjpotfw,Upstream,Berlin,Germany,Unconfirmed,785.9092168,30.30945354,-83.31656732
Xkjagdmmjwhvnvud,Aqlavnphnwafcfit,Upstream,Fairfax,United States,Yes,592.3854527,-23.13878228,-82.37628051
Thpnbioslxvoczkn,Xkjagdmmjwhvnvud,Downstream,Clifton,United States,Unconfirmed,237.2174607,37.77980495,36.06207115
Ehugrgjrtzaavwnt,Thpnbioslxvoczkn,Upstream,Beijing,China,Unconfirmed,474.7174585,-26.69697932,20.45646578
Fctrbgtmqezomqnw,Ehugrgjrtzaavwnt,Downstream,Mumbai,India,Yes,852.6218978,-44.23619188,-63.80033402
Gyzkdsxiezwjlibb,Fctrbgtmqezomqnw,Upstream,Berlin,Germany,Unconfirmed,726.7748929,3.975641234,-59.78512901
Isanpsbdttiipiye,Gyzkdsxiezwjlibb,Upstream,Fairfax,United States,Yes,467.1750068,-44.16314867,52.73945222
Tolalfvjuemwsezx,Isanpsbdttiipiye,Downstream,Clifton,United States,Unconfirmed,113.1656806,-18.67294785,42.15905348
Dnymjtghccuuhmkz,Tolalfvjuemwsezx,Upstream,Beijing,China,Yes,525.7019116,19.14433947,-68.9643502
Kddgljvbmvtuxrxh,Dnymjtghccuuhmkz,Downstream,Mumbai,India,Yes,30.92760905,-1.43454003,-30.40782241
Orcpdcakkcchsycu,Kddgljvbmvtuxrxh,Upstream,Berlin,Germany,Unconfirmed,52.32794256,30.93459869,-26.81520045
Romkelwwbpuckumq,Orcpdcakkcchsycu,Upstream,Fairfax,United States,Yes,822.3198766,-4.591673656,57.68457635
Lgfuqcwupynyntsg,Romkelwwbpuckumq,Downstream,Clifton,United States,Yes,719.888463,-27.09172295,66.30628
Sayhkxdyaquhrjvx,Lgfuqcwupynyntsg,Upstream,Beijing,China,Yes,865.190849,-5.063979344,-52.22279236
Xwzbwdtuxmypuetj,Sayhkxdyaquhrjvx,Downstream,Mumbai,India,Unconfirmed,39.91225661,42.43305657,-62.20048967
Cdjonovfskebyfja,Xwzbwdtuxmypuetj,Upstream,Berlin,Germany,Yes,954.7613011,6.159271104,-20.86004146
Jknwtkpcztvzlkjr,Cdjonovfskebyfja,Upstream,Fairfax,United States,Yes,522.3515236,15.47061929,-15.20082561
Wzcgafbbhvkbudpp,Jknwtkpcztvzlkjr,Downstream,Clifton,United States,Unconfirmed,116.7169598,41.00247345,43.42646679
Zwufcbywpaqwsaqm,Wzcgafbbhvkbudpp,Upstream,Beijing,China,Unconfirmed,752.4333016,-13.79301825,-23.29359291
Zeuypdlqcbrxeldf,Zwufcbywpaqwsaqm,Downstream,Mumbai,India,Unconfirmed,812.1635287,26.83681955,72.62729013
Nlxfibhuruehuynn,Zeuypdlqcbrxeldf,Upstream,Berlin,Germany,Yes,678.6902835,2.175783876,-30.87464195
Qwamjqzylcpzjjey,Nlxfibhuruehuynn,Upstream,Fairfax,United States,Unconfirmed,347.280722,36.64418111,-33.15372823
Wrtbampqjfrrsqvq,Qwamjqzylcpzjjey,Downstream,Clifton,United States,Yes,373.9981531,0.037374622,89.19901072
Biaqyjxpsootggyb,Wrtbampqjfrrsqvq,Upstream,Beijing,China,Yes,993.1684898,-38.61084131,-71.59472738
Pxcfkblxarmytbxf,Biaqyjxpsootggyb,Downstream,Mumbai,India,Unconfirmed,785.8626103,-7.711422268,52.57921378
Cvqrbhdgnyzwxixs,Pxcfkblxarmytbxf,Upstream,Berlin,Germany,Yes,417.6108657,-26.17216789,-63.54473458
Gkfnrdvpfzuflsmd,Cvqrbhdgnyzwxixs,Upstream,Fairfax,United States,Yes,389.7071051,-34.45392031,79.3604782
Lsruemffwyrqngxa,Gkfnrdvpfzuflsmd,Downstream,Clifton,United States,Yes,292.5734588,13.21798629,10.74431584
Oqumhrxobdrikrfu,Lsruemffwyrqngxa,Upstream,Beijing,China,Unconfirmed,386.0759461,36.98911137,-4.167044052
Cwseoxjrkxryogbj,Oqumhrxobdrikrfu,Downstream,Mumbai,India,Yes,452.5526139,39.79164338,-2.317471007
Wdzgxazyhhnoebog,Cwseoxjrkxryogbj,Upstream,Berlin,Germany,Unconfirmed,254.8371014,-33.00134413,-39.62327232
Bdxtifznklzwwrzh,Wdzgxazyhhnoebog,Upstream,Fairfax,United States,Yes,480.7707267,1.562777334,2.946763753
Tcxbtkkaopmtifeu,Bdxtifznklzwwrzh,Downstream,Clifton,United States,Yes,12.27822229,20.45914308,54.53250152
Oywjhfiohiwevmyn,Tcxbtkkaopmtifeu,Upstream,Beijing,China,Yes,75.43565457,9.210158915,66.54020778
Uofciammzaanhlcn,Oywjhfiohiwevmyn,Downstream,Mumbai,India,Unconfirmed,293.5493741,-0.659765864,45.84579693
Osbliaozbfgwgyaf,Uofciammzaanhlcn,Upstream,Berlin,Germany,Yes,569.0840693,-22.16430505,-15.73796118
Ilfgjwobirthackw,Osbliaozbfgwgyaf,Upstream,Fairfax,United States,Yes,815.9646581,-29.04686316,-28.7083057
Dspnhyiawhrqjmpu,Ilfgjwobirthackw,Downstream,Clifton,United States,Unconfirmed,607.9649274,-44.240084,44.88542053
Lzqvsocacnizrtpo,Dspnhyiawhrqjmpu,Upstream,Beijing,China,Yes,416.679864,26.01882662,45.00670763
Llsgpdmshfaypwli,Lzqvsocacnizrtpo,Downstream,Mumbai,India,Unconfirmed,56.97909513,31.38342156,60.3860863
Dbgupzotnbngrjdl,Llsgpdmshfaypwli,Upstream,Berlin,Germany,Unconfirmed,827.837901,-9.11336822,26.02610156
Vumqodbxqavhkmss,Dbgupzotnbngrjdl,Upstream,Fairfax,United States,Yes,879.4234087,-38.91081523,-82.46736125
Gkmqcoebspkciect,Vumqodbxqavhkmss,Downstream,Clifton,United States,Yes,649.8132229,-8.275948242,-89.80118487
Bfmjzbtglmfdsumk,Gkmqcoebspkciect,Upstream,Beijing,China,Yes,975.2604551,43.1507069,-77.77248171
Omghbkcuprxepcea,Bfmjzbtglmfdsumk,Downstream,Mumbai,India,Yes,555.2131746,31.29774153,-59.65712769
Muqscflngdpngkoa,Omghbkcuprxepcea,Upstream,Berlin,Germany,Unconfirmed,985.7285875,-10.95797857,-10.2780314
Vbshbalkajgeiwol,Muqscflngdpngkoa,Upstream,Fairfax,United States,Unconfirmed,374.4870477,10.38671012,-59.28113762
Lqbbyhonepuqxtqn,Vbshbalkajgeiwol,Downstream,Clifton,United States,Yes,993.2935248,10.07311025,-77.50397044
Vvyfrlkvqpqwbzfk,Lqbbyhonepuqxtqn,Upstream,Beijing,China,Unconfirmed,139.1450196,-24.05508648,59.33872764
Qvhzsylpsbyisxea,Vvyfrlkvqpqwbzfk,Downstream,Mumbai,India,Unconfirmed,972.8217935,36.52042418,23.21197733
Knfwlscwjvsxmhdc,Qvhzsylpsbyisxea,Upstream,Berlin,Germany,Unconfirmed,467.3113959,7.212068018,43.33496783
Jxgvyqmzptrlmdjw,Knfwlscwjvsxmhdc,Upstream,Fairfax,United States,Yes,580.41314,-41.01947744,55.66415443
Uuqskpasjpbjwzif,Jxgvyqmzptrlmdjw,Downstream,Clifton,United States,Unconfirmed,0.848154529,29.49931774,-76.52214786
Phuodakskxxbdubo,Uuqskpasjpbjwzif,Upstream,Beijing,China,Yes,247.4875022,5.464246309,-85.26039412
Fxvlgjkxvbnsbjwj,Phuodakskxxbdubo,Downstream,Mumbai,India,Yes,801.3173571,-1.536215525,4.428874705
Vtxeaolguykwvtdn,Fxvlgjkxvbnsbjwj,Upstream,Berlin,Germany,Yes,399.28284,35.17820257,7.384560282
Tvggmqgjlozjzzvz,Vtxeaolguykwvtdn,Upstream,Fairfax,United States,Unconfirmed,140.8915354,-32.25308667,27.6937918
Nthmfxwwlkipltwl,Tvggmqgjlozjzzvz,Downstream,Clifton,United States,Unconfirmed,95.56636025,-4.647437203,41.96614057
Wztabyzdehjhaxhr,Nthmfxwwlkipltwl,Upstream,Beijing,China,Yes,860.6675051,35.19245475,-11.47242146
Czhdzdxomrynblhc,Wztabyzdehjhaxhr,Downstream,Mumbai,India,Unconfirmed,685.5343804,-20.32685204,-55.75677195
Wkusahomikxoijnl,Czhdzdxomrynblhc,Upstream,Berlin,Germany,Unconfirmed,142.5309392,-29.22145907,-51.10739695
Bajraxosueardnuw,Wkusahomikxoijnl,Upstream,Fairfax,United States,Unconfirmed,94.39440514,-36.82998101,-85.47241955
Owcyamnvlujfxhzv,Bajraxosueardnuw,Downstream,Clifton,United States,Unconfirmed,581.6739108,21.48049528,-17.35995306
Oicmxbpdozifhtju,Owcyamnvlujfxhzv,Upstream,Beijing,China,Yes,447.3133912,30.46935971,-32.00640908
Vzhuecwbhndwjudo,Oicmxbpdozifhtju,Downstream,Mumbai,India,Unconfirmed,183.4542885,42.62975901,-62.11941533
Rzccohdlalxvyult,Vzhuecwbhndwjudo,Upstream,Berlin,Germany,Unconfirmed,746.3473218,2.130464259,-68.88445426
Xfusvyfxkvpdimtb,Rzccohdlalxvyult,Upstream,Fairfax,United States,Unconfirmed,739.9671559,-23.89498875,83.73839435
Femjiscgxxgedrnv,Xfusvyfxkvpdimtb,Downstream,Clifton,United States,Unconfirmed,404.8091143,44.06800996,4.627943231
Zhzfqlwptfrtncwu,Femjiscgxxgedrnv,Upstream,Beijing,China,Yes,896.2408619,43.79564983,-2.158120004
Fbgazdgkovmnyecw,Zhzfqlwptfrtncwu,Downstream,Mumbai,India,Unconfirmed,515.230204,-13.79881603,58.55695764
Aziumxpknusxgjrg,Fbgazdgkovmnyecw,Upstream,Berlin,Germany,Unconfirmed,194.2583573,23.73775803,-89.96307837
Fsokddpqunhtskvd,Aziumxpknusxgjrg,Upstream,Fairfax,United States,Yes,852.9116183,36.5521798,-88.05462532
Oxkztcjdmsyvwzzm,Fsokddpqunhtskvd,Downstream,Clifton,United States,Yes,746.2500177,-25.03820843,50.69272201
Zkaznpxpeiuisdgr,Oxkztcjdmsyvwzzm,Upstream,Beijing,China,Unconfirmed,235.3595907,-6.750884145,83.13249599
Jyrrzkwmorfrczws,Zkaznpxpeiuisdgr,Downstream,Mumbai,India,Unconfirmed,21.40013868,-30.14020871,-62.29587249
Uxsyqjvwceuehvam,Jyrrzkwmorfrczws,Upstream,Berlin,Germany,Yes,708.6518615,29.15492636,-73.44842034
Fwrrrtiezoabpkaf,Uxsyqjvwceuehvam,Upstream,Fairfax,United States,Unconfirmed,899.3786238,-42.60071656,81.94432572
Iauefzfufimmlzfw,Fwrrrtiezoabpkaf,Downstream,Clifton,United States,Yes,821.2525694,-43.90211253,-39.12653282
Ouhdsnihnsdqlarf,Iauefzfufimmlzfw,Upstream,Beijing,China,Unconfirmed,287.8395702,-14.03793864,-76.52906103
Nnyikbwaplwaqpjp,Ouhdsnihnsdqlarf,Downstream,Mumbai,India,Yes,516.6024983,-13.51686426,-78.484674
Kifqwvzewnsyiqxm,Nnyikbwaplwaqpjp,Upstream,Berlin,Germany,Unconfirmed,637.1086555,7.884562428,-32.90205116
Eddqyglgzodcyzww,Kifqwvzewnsyiqxm,Upstream,Fairfax,United States,Yes,535.5169366,8.151191657,-68.66144311
Ddhzagqlyhesehts,Eddqyglgzodcyzww,Downstream,Clifton,United States,Unconfirmed,85.63489358,27.3906206,66.60625641
Amuaguvsxqaefdbl,Ddhzagqlyhesehts,Upstream,Beijing,China,Yes,830.9339397,-10.99186827,20.06613785
Ekwicxdzmcgferxr,Amuaguvsxqaefdbl,Downstream,Mumbai,India,Yes,814.106464,25.07279282,54.04892259
Wivazhabfnshpfwj,Ekwicxdzmcgferxr,Upstream,Berlin,Germany,Unconfirmed,8.074199015,7.940575365,-71.04953428
Eapkzvzclxxnaevk,Wivazhabfnshpfwj,Upstream,Fairfax,United States,Yes,786.2960046,-39.44447079,-28.39651036
Ywwhyctsqjmkpikp,Eapkzvzclxxnaevk,Downstream,Clifton,United States,Unconfirmed,319.7849192,38.00233707,-4.467549842
Mrldpnsigperjhyj,Ywwhyctsqjmkpikp,Upstream,Beijing,China,Yes,263.2432998,36.25770031,-2.942263657
Qneuyrhqrpplwyda,Mrldpnsigperjhyj,Downstream,Mumbai,India,Yes,627.080857,-2.192402861,89.60831924
Aqoeukmzvvpvuqxb,Qneuyrhqrpplwyda,Upstream,Berlin,Germany,Unconfirmed,546.3556779,23.22141162,55.3043686
Utdgpclqpvblgdjy,Aqoeukmzvvpvuqxb,Upstream,Fairfax,United States,Unconfirmed,944.645431,-9.768990205,-58.03551356
Biqhohkcuzbkatts,Utdgpclqpvblgdjy,Downstream,Clifton,United States,Yes,14.6519904,-16.54448974,19.77717869
